Reaction ID,Name,Reaction equation,Gene
rxn01129_c0,dATP_uridine_5_phosphotransferase_c0,dATP_c0 + Uridine_c0 <=> H_c0 + UMP_c0 + dADP_c0,From ModelSEED
rxn05541_c0,Dipeptide_transport_via_ABC_system_ala_glu_c0,H2O_c0 + ATP_c0 + ala_L_glu_L_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + ala_L_glu_L_c0,From ModelSEED
rxn01297_c0,hypoxanthine_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + HYXN_c0 <=> NADH_c0 + H_c0 + XAN_c0,From ModelSEED
rxn01682_c0,1S_2R_1_C_indol_3_ylglycerol_3_phosphate_D_glyceraldehyde_3_phosphate_lyase_c0,Indoleglycerol_phosphate_c0 <=> Glyceraldehyde3_phosphate_c0 + indol_c0,From ModelSEED
rxn06493_c0,dihydrolipoylprotein_NAD_oxidoreductase_c0,NAD_c0 + Dihydrolipolprotein_c0 <=> NADH_c0 + H_c0 + Lipoylprotein_c0,From ModelSEED
rxn12846_c0,Gly_Phe_aminopeptidase_c0,H2O_c0 + Gly_Phe_c0 <=> Glycine_c0 + L_Phenylalanine_c0,From ModelSEED
rxn00337_c0,ATP_L_aspartate_4_phosphotransferase_c0,ATP_c0 + L_Aspartate_c0 <=> ADP_c0 + 4_Phospho_L_aspartate_c0,From ModelSEED
rxn08308_c0,CDP_diacylglycerol_synthetase_n_C14_1_c0,CTP_c0 + 1_2_ditetradec_7_enoyl_sn_glycerol_3_phosphate_c0 <=> PPi_c0 + H_c0 + CDP_1_2_ditetradec_7_enoylglycerol_c0,From ModelSEED
rxn01930_c0,3_Hydroxy_L_kynurenine_hydrolase_c0,H2O_c0 + 3_Hydroxy_L_kynurenine_c0 --> L_Alanine_c0 + H_c0 + 3_Hydroxyanthranilate_c0,From ModelSEED
rxn05031_c0,prephytoene_diphosphate_geranylgeranyl_diphosphate_geranylgeranyltransferase_c0,Prephytoene_diphosphate_c0 --> PPi_c0 + H_c0 + Phytoene_c0,From ModelSEED
rxn00140_c0,adenosine_3_5_phosphate_5_nucleotidohydrolase_c0,H2O_c0 + cAMP_c0 <=> AMP_c0 + H_c0,From ModelSEED
rxn00867_c0,L_histidine_ammonia_lyase_urocanate_forming_c0,L_Histidine_c0 --> NH3_c0 + Urocanate_c0,From ModelSEED
rxn07680_c0,R07890_c0,NAD_c0 + 3_Hydroxy_OPC8_CoA_c0 <=> NADH_c0 + H_c0 + 3_Oxo_OPC8_CoA_c0,From ModelSEED
rxn03248_c0,Hexanoyl_CoA_acetyl_CoA_C_acyltransferase_c0,Acetyl_CoA_c0 + Hexanoyl_CoA_c0 <=> CoA_c0 + 3_Oxooctanoyl_CoA_c0,From ModelSEED
rxn08127_c0,Amylomaltase_maltotetraose_c0,Maltose_c0 + Maltotetraose_c0 <=> D_Glucose_c0 + Maltopentaose_c0,From ModelSEED
rxn05516_c0,Cadmium_translocating_P_type_ATPase_c0,H2O_c0 + ATP_c0 + Cd2_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + Cd2_e0,From ModelSEED
rxn05142_c0,sinapoyl_aldehyde_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + Sinapaldehyde_c0 <=> NADH_c0 + 2.0 H_c0 + Sinapate_c0,From ModelSEED
rxn05733_c0,O3_acetyl_L_serine_thiosulfate_2_amino_2_carboxyethyltransferase_reducing__L_cysteine_forming_c0,H2S2O3_c0 + O_Acetyl_L_serine_c0 + trdrd_c0 --> Acetate_c0 + H_c0 + Sulfite_c0 + L_Cysteine_c0 + trdox_c0,From ModelSEED
rxn00416_c0,L_aspartate_L_glutamine_amido_ligase_AMP_forming_c0,H2O_c0 + ATP_c0 + L_Aspartate_c0 + L_Glutamine_c0 --> PPi_c0 + AMP_c0 + L_Glutamate_c0 + 2.0 H_c0 + L_Asparagine_c0,From ModelSEED
rxn09206_c0,Phosphatidylserine_syntase_n_C14_0_c0,L_Serine_c0 + CDP_1_2_ditetradecanoylglycerol_c0 --> CMP_c0 + 2.0 H_c0 + phosphatidylserine_ditetradecanoyl_c0,From ModelSEED
rxn01134_c0,Maltose_alpha_D_glucosylmutase_c0,Maltose_c0 <=> TRHL_c0,From ModelSEED
rxn10147_c0,ABC_5_RXNcp_c0,H2O_c0 + ATP_c0 + Cbl_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Cbl_c0,From ModelSEED
rxn09209_c0,Phosphatidylserine_syntase_n_C16_1_c0,L_Serine_c0 + CDP_1_2_dihexadec_9_enoylglycerol_c0 --> CMP_c0 + 2.0 H_c0 + phosphatidylserine_dihexadec_9_enoyl_c0,From ModelSEED
rxn12512_c0,R_4_Phosphopantothenate_L_cysteine_ligase_c0,ATP_c0 + L_Cysteine_c0 + 4_phosphopantothenate_c0 --> PPi_c0 + AMP_c0 + 2.0 H_c0 + R_4_Phosphopantothenoyl_L_cysteine_c0,From ModelSEED
rxn08669_c0,Glycerophosphodiester_phosphodiesterase_c0,H2O_c0 + Glycerophosphoglycerol_c0 <=> H_c0 + Glycerol_3_phosphate_c0 + Glycerol_c0,From ModelSEED
rxn00902_c0,acetyl_CoA_3_methyl_2_oxobutanoate_C_acetyltransferase_thioester_hydrolysing__carboxymethyl_forming_c0,H2O_c0 + Acetyl_CoA_c0 + 3_Methyl_2_oxobutanoate_c0 --> CoA_c0 + H_c0 + 2_Isopropylmalate_c0,From ModelSEED
rxn06672_c0,biotin_carboxyl_carrier_protein_carbon_dioxide_ligase_ADP_forming_c0,ATP_c0 + H2CO3_c0 + Holo_carboxylase_c0 <=> ADP_c0 + Phosphate_c0 + H_c0 + Carboxybiotin_carboxyl_carrier_protein_c0,From ModelSEED
rxn00649_c0,O3_acetyl_L_serine_hydrogen_sulfide_2_amino_2_carboxyethyltransferase_c0,H2S_c0 + O_Acetyl_L_serine_c0 --> Acetate_c0 + L_Cysteine_c0,From ModelSEED
rxn01739_c0,ATP_shikimate_3_phosphotransferase_c0,ATP_c0 + Shikimate_c0 <=> ADP_c0 + H_c0 + 3_phosphoshikimate_c0,From ModelSEED
rxn02400_c0,Nicotinate_D_ribonucleotide_phosphohydrolase_c0,H2O_c0 + Nicotinate_ribonucleotide_c0 --> Phosphate_c0 + Nicotinate_D_ribonucleoside_c0,From ModelSEED
rxn01268_c0,Prephenate_NAD_oxidoreductasedecarboxylating_c0,NAD_c0 + Prephenate_c0 --> NADH_c0 + CO2_c0 + p_hydroxyphenylpyruvate_c0,From ModelSEED
rxn01974_c0,LL_2_6_Diaminoheptanedioate_2_epimerase_c0,LL_2_6_Diaminopimelate_c0 <=> meso_2_6_Diaminopimelate_c0,From ModelSEED
rxn01640_c0,N_Formimino_L_glutamate_iminohydrolase_c0,H2O_c0 + N_Formimino_L_glutamate_c0 <=> NH3_c0 + N_Formyl_L_glutamate_c0,From ModelSEED
rxn12641_c0,RXN0_6977c_c0,H2O_c0 + L_alanylglycine_c0 <=> Glycine_c0 + L_Alanine_c0,From ModelSEED
rxn00068_c0,Fe2_NAD_oxidoreductase_c0,NAD_c0 + H_c0 + 2.0 Fe2_c0 <=> NADH_c0 + 2.0 fe3_c0,From ModelSEED
rxn00568_c0,NIRBD_RXNc_c0,3.0 NADH_c0 + 5.0 H_c0 + Nitrite_c0 --> 2.0 H2O_c0 + 3.0 NAD_c0 + NH3_c0,From ModelSEED
rxn00762_c0,glycerol_NAD_2_oxidoreductase_c0,NAD_c0 + Glycerol_c0 <=> NADH_c0 + H_c0 + Glycerone_c0,From ModelSEED
rxn08971_c0,NADH_dehydrogenase_menaquinone_8__0_protons_c0,NADH_c0 + H_c0 + Menaquinone_8_c0 --> NAD_c0 + Menaquinol_8_c0,From ModelSEED
rxn04384_c0,adenosylcobyric_acid_R_1_aminopropan_2_yl_phosphate_ligase_c0,ATP_c0 + R_1_Aminopropan_2_yl_phosphate_c0 + Adenosylcobyric_acid_c0 <=> ADP_c0 + Phosphate_c0 + H_c0 + Adenosyl_cobinamide_phosphate_c0,From ModelSEED
rxn03887_c0,galactarate_hydro_lyase_5_dehydro_4_deoxy_D_glucarate_forming_c0,D_Mucic_acid_c0 --> H2O_c0 + 5_Dehydro_4_deoxy_D_glucarate_c0,From ModelSEED
rxn02775_c0,S_adenosyl_L_methionine_precorrin_4_C20_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + Precorrin_2_c0 <=> S_Adenosyl_homocysteine_c0 + H_c0 + Precorrin_3A_c0,From ModelSEED
rxn00060_c0,porphobilinogen_4_2_carboxyethyl_3_carboxymethylpyrrol_2_ylmethyltransferase_hydrolysing_c0,H2O_c0 + 4.0 Porphobilinogen_c0 --> 4.0 NH3_c0 + Hydroxymethylbilane_c0,From ModelSEED
rxn09198_c0,Phosphatidylserine_decarboxylase_n_C14_0_c0,2.0 H_c0 + phosphatidylserine_ditetradecanoyl_c0 <=> CO2_c0 + phosphatidylethanolamine_ditetradecanoyl_c0,From ModelSEED
rxn00148_c0,ATP_pyruvate_2_O_phosphotransferase_c0,ADP_c0 + Phosphoenolpyruvate_c0 + H_c0 --> ATP_c0 + Pyruvate_c0,From ModelSEED
rxn01102_c0,ATP_R_glycerate_3_phosphotransferase_c0,ATP_c0 + Glycerate_c0 <=> ADP_c0 + H_c0 + 3_Phosphoglycerate_c0,From ModelSEED
rxn00100_c0,ATP_dephospho_CoA_3_phosphotransferase_c0,ATP_c0 + Dephospho_CoA_c0 --> ADP_c0 + CoA_c0 + H_c0,From ModelSEED
rxn00789_c0,1_5_phospho_D_ribosyl_ATP_diphosphate_phospho_alpha_D_ribosyl_transferase_c0,ATP_c0 + PRPP_c0 --> PPi_c0 + H_c0 + Phosphoribosyl_ATP_c0,From ModelSEED
rxn02374_c0,R03314_c0,L_Glutamate5_semialdehyde_c0 --> H2O_c0 + H_c0 + 1_Pyrroline_5_carboxylate_c0,Unknown
rxn03436_c0,S_2_Aceto_2_hydroxybutanoate_NADP_oxidoreductase_isomerizing_c0,2_Aceto_2_hydroxybutanoate_c0 <=> R_3_Hydroxy_3_methyl_2_oxopentanoate_c0,From ModelSEED
rxn05560_c0,D_fructose_transport_via_PEP_Pyr_PTS_c0,Phosphoenolpyruvate_c0 + D_Fructose_e0 <=> Pyruvate_c0 + D_fructose_1_phosphate_c0,From ModelSEED
rxn05158_c0,ATP_phosphohydrolase_glycerol_3_phosphate_importing_c0,H2O_c0 + ATP_c0 + Glycerol_3_phosphate_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Glycerol_3_phosphate_c0,From ModelSEED
rxn08976_c0,quinone_reductase_c0,NADH_c0 + H_c0 + 2_Demethylmenaquinone_8_c0 --> NAD_c0 + 2_Demethylmenaquinol_8_c0,From ModelSEED
rxn00781_c0,D_glyceraldehyde_3_phosphate_NAD_oxidoreductase_phosphorylating_c0,NAD_c0 + Phosphate_c0 + Glyceraldehyde3_phosphate_c0 <=> NADH_c0 + H_c0 + 1_3_Bisphospho_D_glycerate_c0,From ModelSEED
rxn05319_c0,TRANS_RXNBWI_115401cemaizeexpOH_c0,H2O_c0 --> H2O_e0,Unknown
rxn00881_c0,1D_myo_Inositol_1_phosphate_phosphohydrolase_c0,H2O_c0 + Inositol_1_phosphate_c0 --> Phosphate_c0 + L_Inositol_c0,From ModelSEED
rxn05298_c0,Naglutamate_symport_c0,L_Glutamate_e0 + Na_e0 <=> L_Glutamate_c0 + Na_c0,From ModelSEED
rxn00292_c0,UDP_N_acetyl_D_glucosamine_2_epimerase_c0,H2O_c0 + UDP_N_acetylglucosamine_c0 --> UDP_c0 + N_Acetyl_D_mannosamine_c0,From ModelSEED
rxn08336_c0,dihydroorotic_acid_menaquinone_8_c0,S_Dihydroorotate_c0 + Menaquinone_8_c0 --> Orotate_c0 + Menaquinol_8_c0,From ModelSEED
rxn05293_c0,2C_methyl_D_erythritol_2_4_cyclodiphosphate_dehydratase_c0,NADH_c0 + H_c0 + 2_C_methyl_D_erythritol2_4_cyclodiphosphate_c0 --> H2O_c0 + NAD_c0 + 1_Hydroxy_2_methyl_2_butenyl_4_diphosphate_c0,From ModelSEED
rxn05401_c0,13_methyl_3_oxo_tetra_decanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 13_methyl_3_oxo_tetra_decanoyl_ACP_c0 <=> NADP_c0 + 13_methyl_3_hydroxy_tetra_decanoyl_ACP_c0,From ModelSEED
rxn02264_c0,Hydroxymethylbilane_hydro_lyasecyclizing_c0,Hydroxymethylbilane_c0 <=> H2O_c0 + UroporphyrinogenIII_c0,From ModelSEED
rxn03185_c0,R04661_c0,CMP_N_acetylneuraminate_c0 + GD1a_c0 <=> CMP_c0 + H_c0 + GT1b_c0,From ModelSEED
rxn09202_c0,Phosphatidylserine_decarboxylase_n_C18_0_c0,2.0 H_c0 + phosphatidylserine_dioctadecanoyl_c0 <=> CO2_c0 + phosphatidylethanolamine_dioctadecanoyl_c0,From ModelSEED
rxn01451_c0,S_3_Hydroxybutanoyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + S_3_Hydroxybutyryl_CoA_c0 <=> NADH_c0 + H_c0 + Acetoacetyl_CoA_c0,From ModelSEED
rxn02687_c0,R03790_c0,NAD_c0 + R_Mandelate_c0 <=> NADH_c0 + H_c0 + Benzoylformate_c0,From ModelSEED
rxn00097_c0,ATP_AMP_phosphotransferase_c0,ATP_c0 + AMP_c0 + H_c0 <=> 2.0 ADP_c0,From ModelSEED
rxn02212_c0,2_Dehydro_3_deoxy_D_arabino_heptonate_7_phosphate_phosphate_lyase_cyclyzing_c0,DAHP_c0 --> Phosphate_c0 + 5_Dehydroquinate_c0,From ModelSEED
rxn05116_c0,R07406_c0,H_c0 + 2_Amino_3_oxo_4_phosphonooxybutyrate_c0 --> CO2_c0 + 3_Amino_2_oxopropyl_phosphate_c0,From ModelSEED
rxn10481_c0,Copper_transport_via_ABC_system_c0,H2O_c0 + ATP_c0 + Cu2_e0 --> ADP_c0 + Phosphate_c0 + Cu2_c0 + H_c0,From ModelSEED
rxn03535_c0,ATP_cobIyrinic_acid_a_c_diamide_Cobeta_adenosyltransferase_c0,ATP_c0 + H_c0 + CobIyrinate_diamide_c0 <=> Triphosphate_c0 + Adenosyl_cobyrinate_diamide_c0,From ModelSEED
rxn00655_c0,N_D_1_carboxyethyl_beta_alanine_NAD_oxidoreductase_beta_alanine_forming_c0,H2O_c0 + NAD_c0 + beta_Alanopine_c0 <=> NADH_c0 + Pyruvate_c0 + H_c0 + beta_Alanine_c0,From ModelSEED
rxn00692_c0,5_10_Methylenetetrahydrofolate_glycine_hydroxymethyltransferase_c0,H2O_c0 + Glycine_c0 + 5_10_Methylenetetrahydrofolate_c0 <=> L_Serine_c0 + Tetrahydrofolate_c0,From ModelSEED
rxn01492_c0,ATP_D_fructose_1_phosphate_6_phosphotransferase_c0,ATP_c0 + D_fructose_1_phosphate_c0 <=> ADP_c0 + H_c0 + D_fructose_1_6_bisphosphate_c0,From ModelSEED
rxn00802_c0,2_Nomega_L_argininosuccinate_arginine_lyase_fumarate_forming_c0,L_Argininosuccinate_c0 <=> L_Arginine_c0 + Fumarate_c0,From ModelSEED
rxn02761_c0,S_Allantoin_racemase_c0,Allantoin_c0 <=> R_Allantoin_c0,From ModelSEED
rxn02160_c0,L_Histidinol_phosphate_phosphohydrolase_c0,H2O_c0 + L_histidinol_phosphate_c0 --> Phosphate_c0 + L_Histidinol_c0,From ModelSEED
rxn00926_c0,Adenine_aminohydrolase_c0,H2O_c0 + H_c0 + Adenine_c0 --> NH3_c0 + HYXN_c0,From ModelSEED
rxn10230_c0,anteisopentadecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase_c0,L_Serine_c0 + CDP_1_2_dianteisopentadecanoylglycerol_c0 --> CMP_c0 + 2.0 H_c0 + Dianteisopentadecanoylphosphatidylserine_c0,From ModelSEED
rxn00913_c0,Guanosine_5_monophosphate_phosphohydrolase_c0,H2O_c0 + GMP_c0 --> Phosphate_c0 + Guanosine_c0,From ModelSEED
rxn01997_c0,dTDPglucose_4_6_hydro_lyase_c0,dTDPglucose_c0 --> H2O_c0 + dTDP_4_oxo_6_deoxy_D_glucose_c0,From ModelSEED
rxn08521_c0,reduced_riboflavin_NAD_oxidoreductase_c0,NADH_c0 + 2.0 H_c0 + Riboflavin_c0 <=> NAD_c0 + Reduced_riboflavin_c0,From ModelSEED
rxn04656_c0,rxn04656_c0,L_2_Aminoadipate_c0 --> N2_Acetyl_L_aminoadipate_c0,From ModelSEED
rxn00259_c0,3S_citryl_CoA_oxaloacetate_lyase_acetyl_CoA_forming_c0,3S_Citryl_CoA_c0 <=> Acetyl_CoA_c0 + Oxaloacetate_c0 + H_c0,From ModelSEED
rxn00345_c0,N_Acetyl_L_aspartate_amidohydrolase_c0,H2O_c0 + N_Acetyl_L_aspartate_c0 <=> Acetate_c0 + L_Aspartate_c0,From ModelSEED
rxn00178_c0,Acetyl_CoA_acetyl_CoA_C_acetyltransferase_c0,2.0 Acetyl_CoA_c0 <=> CoA_c0 + Acetoacetyl_CoA_c0,From ModelSEED
rxn01362_c0,Orotidine_5_phosphate_diphosphate_phospho_alpha_D_ribosyl_transferase_c0,PRPP_c0 + Orotate_c0 --> PPi_c0 + H_c0 + Orotidylic_acid_c0,From ModelSEED
rxn03174_c0,2_Amino_4_hydroxy_6_erythro_1_2_3_trihydroxypropyl_dihydropteridine_triphosphate_hydrolase_c0,2_5_Diamino_6_5_triphosphoryl_3_4_trihydroxy_2_oxopentyl__amino_4_oxopyrimidine_c0 --> H2O_c0 + 7_8_Dihydroneopterin_3_triphosphate_c0,From ModelSEED
rxn05161_c0,nonpolar_amino_acid_transporting_ATPase_c0,H2O_c0 + ATP_c0 + L_Leucine_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + L_Leucine_c0,From ModelSEED
rxn00549_c0,D_Fructose_1_6_bisphosphate_1_phosphohydrolase_c0,H2O_c0 + D_fructose_1_6_bisphosphate_c0 --> Phosphate_c0 + D_fructose_6_phosphate_c0,From ModelSEED
rxn03951_c0,NAD_dependent_threonine_4_phosphate_dehydrogenase_c0,NAD_c0 + 4_Phosphonooxy_threonine_c0 <=> NADH_c0 + H_c0 + 2_Amino_3_oxo_4_phosphonooxybutyrate_c0,From ModelSEED
rxn02938_c0,1_5_phospho_D_ribosyl_5_amino_4_imidazolecarboxylate_carboxy_lyase_c0,H_c0 + 5_Phosphoribosyl_4_carboxy_5_aminoimidazole_c0 --> CO2_c0 + AIR_c0,From ModelSEED
rxn07875_c0,R08086_c0,H2O_c0 + NAD_c0 + Geranial_c0 <=> NADH_c0 + 2.0 H_c0 + Geranic_acid_c0,From ModelSEED
rxn01022_c0,S_methyl_5_thioadenosine_phosphate_S_methyl_5_thio_alpha_D_ribosyl_transferase_c0,Phosphate_c0 + 5_Methylthioadenosine_c0 <=> Adenine_c0 + methylthioribose_1_phosphate_c0,From ModelSEED
rxn05418_c0,8_methyl_3_oxo_nonanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 8_methyl_3_oxo_nonanoyl_ACP_c0 <=> NADP_c0 + 8_methyl_3_hydroxy_nonanoyl_ACP_c0,From ModelSEED
rxn00506_c0,Acetaldehyde_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + Acetaldehyde_c0 --> NADH_c0 + Acetate_c0 + 2.0 H_c0,From ModelSEED
rxn00378_c0,Sulfite_ferricytochrome_c_oxidoreductase_c0,H2O_c0 + Sulfite_c0 + 2.0 Cytochrome_c3_c0 <=> Sulfate_c0 + 3.0 H_c0 + 2.0 Cytochrome_c2_c0,From ModelSEED
rxn10060_c0,NAD_kinase_dTTP_c0,NAD_c0 + TTP_c0 <=> NADP_c0 + H_c0 + dTDP_c0,From ModelSEED
rxn02933_c0,2S_3S_3_hydroxy_2_methylbutanoyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + 2_methyl_3_hydroxy_butyryl_CoA_c0 <=> NADH_c0 + H_c0 + 2_Methylacetoacetyl_CoA_c0,From ModelSEED
rxn00727_c0,Chorismate_pyruvate_lyase_amino_accepting_c0,L_Glutamine_c0 + Chorismate_c0 --> Pyruvate_c0 + L_Glutamate_c0 + H_c0 + Anthranilate_c0,From ModelSEED
rxn12638_c0,methionyl_aminopeptidase_c0,H2O_c0 + gly_pro_L_c0 --> Glycine_c0 + L_Proline_c0,From ModelSEED
rxn02268_c0,S_2_methylbutanoyl_CoA_oxygen_2_3_oxidoreductase_c0,O2_c0 + 2.0 2_Methylbutyryl_CoA_c0 <=> 2.0 H2O_c0 + 2.0 Tiglyl_CoA_c0,From ModelSEED
rxn05127_c0,R07418_c0,H2O_c0 + NADP_c0 + gamma_glutamyl_gamma_butyraldehyde_c0 --> NADPH_c0 + 2.0 H_c0 + gamma_Glutamyl_GABA_c0,From ModelSEED
rxn00305_c0,GTP_oxaloacetate_carboxy_lyase_adding_GTPphosphoenolpyruvate_forming_c0,Oxaloacetate_c0 + GTP_c0 --> CO2_c0 + GDP_c0 + Phosphoenolpyruvate_c0,From ModelSEED
rxn01445_c0,2_Deoxyguanosine_5_monophosphate_phosphohydrolase_c0,H2O_c0 + dGMP_c0 --> Phosphate_c0 + Deoxyguanosine_c0,From ModelSEED
rxn05248_c0,FACOAL150anteiso_c0,ATP_c0 + CoA_c0 + fa4_c0 --> PPi_c0 + AMP_c0 + fa4coa_c0,From ModelSEED
rxn05539_c0,oligopeptide_transporting_ATPase_c0,H2O_c0 + ATP_c0 + Cys_Gly_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Cys_Gly_c0,From ModelSEED
rxn05461_c0,3_Hydroxyoctodecanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 3_Oxooctodecanoyl_ACP_c0 <=> NADP_c0 + 3_Hydroxyoctodecanoyl_ACP_c0,From ModelSEED
rxn07312_c0,R07481_c0,S_Adenosyl_L_methionine_c0 + Cycloartenol_c0 <=> S_Adenosyl_homocysteine_c0 + H_c0 + 24_Methylenecycloartanol_c0,From ModelSEED
rxn02159_c0,L_Histidinol_NAD_oxidoreductase_c0,NAD_c0 + L_Histidinol_c0 <=> NADH_c0 + H_c0 + L_Histidinal_c0,From ModelSEED
rxn10222_c0,isotetradecanoyl_phosphatidate_cytidylyltransferase_c0,CTP_c0 + 1_2_diisotetradecanoyl_sn_glycerol_3_phosphate_c0 <=> PPi_c0 + H_c0 + CDP_1_2_diisotetradecanoylglycerol_c0,From ModelSEED
rxn10263_c0,anteisopentadecanoyl_CDPdiacylglycerol_sn_glycerol_3_phosphate_3_phosphatidyltransferase_c0,Glycerol_3_phosphate_c0 + CDP_1_2_dianteisopentadecanoylglycerol_c0 <=> CMP_c0 + Dianteisopentadecanoylphosphatidylglycerophosphate_c0,From ModelSEED
rxn05466_c0,TRANS_RXN_173ce_c0,NH3_e0 <=> NH3_c0,From ModelSEED
rxn02751_c0,R03898_c0,H2O_c0 + Citraconate_c0 <=> D_erythro_3_Methylmalate_c0,From ModelSEED
rxn01292_c0,L_Arabinose_aldose_ketose_isomerase_c0,L_Arabinose_c0 <=> L_Ribulose_c0,From ModelSEED
rxn02380_c0,beta_D_Glucose_6_phosphate_ketol_isomerase_c0,beta_D_Glucose_6_phosphate_c0 <=> D_fructose_6_phosphate_c0,From ModelSEED
rxn02026_c0,serine_phosphoethanolamine_ethanolaminephosphohydrolase_c0,H2O_c0 + Serine_phosphoethanolamine_c0 <=> L_Serine_c0 + H_c0 + Phosphoethanolamine_c0,From ModelSEED
rxn08792_c0,lactate_oxidation_c0,L_Lactate_c0 + Ubiquinone_8_c0 --> Pyruvate_c0 + Ubiquinol_8_c0,From ModelSEED
rxn10131_c0,arginineornithine_antiporter_periplasm_c0,L_Arginine_e0 + Ornithine_c0 <=> L_Arginine_c0 + Ornithine_e0,From ModelSEED
rxn00433_c0,sarcosine_oxygen_oxidoreductase_demethylating_c0,H2O_c0 + O2_c0 + Sarcosine_c0 --> H2O2_c0 + Glycine_c0 + Formaldehyde_c0,From ModelSEED
rxn01157_c0,D_glutamate_hydro_lyase_cyclizing_5_oxo_D_proline_forming_c0,D_Glutamate_c0 <=> H2O_c0 + 5_Oxo_D_proline_c0,From ModelSEED
rxn05957_c0,O4_succinyl_L_homoserine_hydrogen_sulfide_S_3_amino_3_carboxypropyltransferase_c0,H2S_c0 + O_Succinyl_L_homoserine_c0 --> Succinate_c0 + Homocysteine_c0,From ModelSEED
rxn03419_c0,formamidopyrimidine_nucleoside_triphosphate_amidohydrolase_c0,H2O_c0 + Formamidopyrimidine_nucleoside_triphosphate_c0 <=> Formate_c0 + H_c0 + 2_5_Diaminopyrimidine_nucleoside_triphosphate_c0,From ModelSEED
rxn05890_c0,nitric_oxide_oxidized_azurin_oxidoreductase_c0,H2O_c0 + NO_c0 + Oxidized_azurin_c0 <=> 2.0 H_c0 + Nitrite_c0 + Reduced_azurin_c0,From ModelSEED
rxn01516_c0,dTTP_uridine_5_phosphotransferase_c0,Uridine_c0 + TTP_c0 <=> H_c0 + UMP_c0 + dTDP_c0,From ModelSEED
rxn00758_c0,sn_Glycero_3_phosphocholine_glycerophosphohydrolase_c0,H2O_c0 + Glycerophosphocholine_c0 --> H_c0 + Glycerol_3_phosphate_c0 + Choline_c0,From ModelSEED
rxn02975_c0,CDP_3_6_dideoxy_D_glucose_2_epimerase_c0,CDPparatose_c0 <=> CDPtyvelose_c0,From ModelSEED
rxn00272_c0,L_Alanine_glyoxylate_aminotransferase_c0,L_Alanine_c0 + Glyoxalate_c0 <=> Pyruvate_c0 + Glycine_c0,From ModelSEED
rxn09111_c0,Phosphatidylglycerol_synthase_n_C16_0_c0,Glycerol_3_phosphate_c0 + CDP_1_2_dihexadecanoylglycerol_c0 <=> CMP_c0 + Phosphatidylglycerophosphate_dihexadecanoyl_c0,From ModelSEED
rxn06078_c0,O_acetyl_L_homoserine_acetate_lyase_L_homocysteine_forming_c0,H2S2O3_c0 + O_Acetyl_L_homoserine_c0 + trdrd_c0 --> Acetate_c0 + H_c0 + Sulfite_c0 + Homocysteine_c0 + trdox_c0,From ModelSEED
rxn00471_c0,L_ornithine_ammonia_lyase_cyclizing_L_proline_forming_c0,Ornithine_c0 --> NH3_c0 + L_Proline_c0,From ModelSEED
rxn00798_c0,D_ribose_aldose_ketose_isomerase_c0,D_Ribose_c0 <=> D_Ribulose_c0,From ModelSEED
rxn03245_c0,S_Hydroxydecanoyl_CoA_hydro_lyase_c0,S_Hydroxydecanoyl_CoA_c0 <=> H2O_c0 + 2E_Decenoyl_CoA_c0,From ModelSEED
rxn00907_c0,5_10_methylenetetrahydrofolate_NADP_oxidoreductase_c0,NADP_c0 + 5_10_Methylenetetrahydrofolate_c0 <=> NADPH_c0 + 5_10_Methenyltetrahydrofolate_c0,From ModelSEED
rxn05229_c0,NCAIR_synthetase_and_NCAIR_mutase_c0,ATP_c0 + H2CO3_c0 + AIR_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + 5_Phosphoribosyl_4_carboxy_5_aminoimidazole_c0,From ModelSEED
rxn02911_c0,S_3_Hydroxydodecanoyl_CoA_hydro_lyase_c0,S_3_Hydroxydodecanoyl_CoA_c0 <=> H2O_c0 + 2E_Dodecenoyl_CoA_c0,From ModelSEED
rxn00012_c0,sucrose_sucrose_1_beta_D_fructosyltransferase_c0,2.0 Sucrose_c0 <=> D_Glucose_c0 + 1F_beta_D_Fructosylsucrose_c0,From ModelSEED
rxn02444_c0,3beta_Hydroxyandrost_5_en_17_one_3_sulfate_sulfohydrolase_c0,H2O_c0 + Dehydroepiandrosterone_sulfate_c0 <=> Sulfate_c0 + H_c0 + DHA_c0,From ModelSEED
